-11.2325,-0.432727,0.389619
-11.2247,-0.428333,0.389748
-11.2168,-0.432078,0.386047
-11.209,-0.42056,0.396769
-11.2012,-0.448516,0.395899
-11.1933,-0.428724,0.376444
-11.1855,-0.433956,0.392923
-11.1777,-0.429574,0.380443
-11.1699,-0.428657,0.393263
-11.162,-0.432275,0.392338
-11.1542,-0.444299,0.392862
-11.1464,-0.436631,0.377163
-11.1385,-0.432804,0.388813
-11.1307,-0.43882,0.385768
-11.1229,-0.440838,0.381819
-11.1151,-0.433012,0.378822
-11.1072,-0.43731,0.384212
-11.0994,-0.43485,0.378981
-11.0916,-0.43672,0.379771
-11.0838,-0.426445,0.378353
-11.0759,-0.435039,0.392668
-11.0681,-0.442534,0.379488
-11.0603,-0.433739,0.377626
-11.0524,-0.432831,0.382991
-11.0446,-0.434963,0.381179
-11.0368,-0.431967,0.389376
-11.029,-0.447973,0.385206
-11.0211,-0.438768,0.377219
-11.0133,-0.441501,0.376151
-11.0055,-0.428137,0.381558
-10.9976,-0.449395,0.386665
-10.9898,-0.434371,0.370849
-10.982,-0.441842,0.388882
-10.9742,-0.443766,0.3716
-10.9663,-0.43797,0.379389
-10.9585,-0.440774,0.373953
-10.9507,-0.431895,0.374265
-10.9428,-0.429863,0.392043
-10.935,-0.458492,0.385573
-10.9272,-0.432932,0.365404
-10.9194,-0.437519,0.397201
-10.9115,-0.455333,0.381396
-10.9037,-0.451043,0.375934
-10.8959,-0.442213,0.370297
-10.888,-0.442996,0.383892
-10.8802,-0.448386,0.375957
-10.8724,-0.446148,0.382694
-10.8646,-0.454296,0.37647
-10.8567,-0.448927,0.376145
-10.8489,-0.454569,0.374871
-10.8411,-0.447936,0.371768
-10.8332,-0.45544,0.380199
-10.8254,-0.458367,0.362137
-10.8176,-0.442293,0.371639
-10.8098,-0.457545,0.37237
-10.8019,-0.447143,0.367584
-10.7941,-0.455076,0.372235
-10.7863,-0.448465,0.366515
-10.7784,-0.451739,0.374333
-10.7706,-0.454829,0.37189
-10.7628,-0.45761,0.371311
-10.755,-0.465178,0.370775
-10.7471,-0.464184,0.346768
-10.7393,-0.437987,0.361514
-10.7315,-0.459426,0.361636
-10.7236,-0.433414,0.361291
-10.7158,-0.458913,0.380945
-10.708,-0.456094,0.359812
-10.7002,-0.456437,0.36327
-10.6923,-0.44346,0.363353
-10.6845,-0.462139,0.374456
-10.6767,-0.452455,0.356036
-10.6688,-0.453731,0.371533
-10.661,-0.453945,0.367132
-10.6532,-0.467143,0.373965
-10.6454,-0.465381,0.357292
-10.6375,-0.466037,0.357852
-10.6297,-0.452374,0.353642
-10.6219,-0.467463,0.363335
-10.614,-0.448048,0.343045
-10.6062,-0.453609,0.37873
-10.5984,-0.469814,0.351045
-10.5906,-0.451097,0.361415
-10.5827,-0.463192,0.36213
-10.5749,-0.463658,0.362612
-10.5671,-0.466934,0.356234
-10.5592,-0.467298,0.356904
-10.5514,-0.464833,0.347714
-10.5436,-0.460052,0.355428
-10.5358,-0.465195,0.352866
-10.5279,-0.466149,0.351399
