4,-0.343359
4.21053,-0.316012
4.42105,-0.29029
4.63158,-0.255808
4.84211,-0.233849
5.05263,-0.19932
5.26316,-0.167065
5.47368,-0.137837
5.68421,-0.109458
5.89474,-0.0843956
6.10526,-0.0550826
6.31579,-0.0346471
6.52632,-0.00741216
6.73684,0.0195092
6.94737,0.0500065
7.1579,0.0654991
7.36842,0.0996182
7.57895,0.117028
7.78947,0.14685
8,0.160807
